runId,experimentId,variant,totalRequests,distinctTransactions,completed,failed,rolledBack,rollbackFailed,idempotentReplays,rejectedLockAttempts,rejectedRequests,confirmedReservations,releasedReservations,unresolvedLocks,compensationsAttempted,compensationSuccessRate,paymentCaptured,paymentAuthFailed,paymentCaptureFailed,paymentRefunded,paymentVoided,paymentReversalFailed,riskLevels,recoveryRecommendations,e2eMeanMs,e2eP50Ms,e2eP95Ms,e2eP99Ms,e2eMaxMs,sagaMeanMs,sagaP95Ms,throughputRps,wallClockMs,concurrency,observedMaxInFlight
20260924_215150_n6lu,E11-lock-contention,hot-row-c1,32,32,32,0,0,0,0,0,{},64,0,0,0,,32,0,0,0,0,0,"{""LOW"":32}",{},62.732,61.364,92.977,107.11,107.11,53.75,84,14.614,2189.668,1,1
20260924_215150_n6lu,E11-lock-contention,hot-row-c2,32,32,32,0,0,0,0,0,{},64,0,0,0,,32,0,0,0,0,0,"{""LOW"":32}",{},201.192,201.293,275.494,300.297,300.297,83.719,115,9.336,3427.543,2,2
20260924_215150_n6lu,E11-lock-contention,hot-row-c4,32,32,32,0,0,0,0,0,{},64,0,0,0,,32,0,0,0,0,0,"{""LOW"":32}",{},673.314,772.324,990.878,1033.786,1033.786,139.75,268,5.575,5739.619,4,4
20260924_215150_n6lu,E11-lock-contention,hot-row-c8,32,32,32,0,0,0,0,0,{},64,0,0,0,,32,0,0,0,0,0,"{""LOW"":32}",{},761.529,855.774,934.184,946.881,946.881,85.875,135,9.162,3492.774,8,8
20260924_215150_n6lu,E11-lock-contention,hot-row-c16,32,32,32,0,0,0,0,0,{},64,0,0,0,,32,0,0,0,0,0,"{""LOW"":32}",{},1597.664,1874.671,2237.86,2250.108,2250.108,107.125,164,7.459,4289.857,16,16
20260924_215150_n6lu,E11-lock-contention,opposite-order,32,32,32,0,0,0,0,0,{},64,0,0,0,,32,0,0,0,0,0,"{""LOW"":32}",{},1405.059,1705.559,2086.085,2118.841,2118.841,94.406,153,8.214,3895.599,16,16
20260924_215150_n6lu,E12-multi-provider-failure-points,k1-none,3,3,3,0,0,0,0,0,{},3,0,0,0,,3,0,0,0,0,0,"{""LOW"":3}",{},95.793,99.526,110.415,110.415,110.415,75.667,89,9.047,331.61,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k1-reserve@1,3,3,0,0,3,0,0,0,{},0,3,0,0,,0,0,0,0,3,0,"{""LOW"":3}",{},114.328,95.524,164.039,164.039,164.039,90.333,128,7.997,375.157,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k1-confirm@1,3,3,0,0,3,0,0,0,{},0,3,0,3,1,3,0,0,3,0,0,"{""LOW"":3}",{},120.304,128.781,132.552,132.552,132.552,98.333,112,7.651,392.124,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k2-none,3,3,3,0,0,0,0,0,{},6,0,0,0,,3,0,0,0,0,0,"{""LOW"":3}",{},150.067,155.027,172.65,172.65,172.65,128.667,157,6.112,490.809,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k2-reserve@1,3,3,0,0,3,0,0,0,{},0,6,0,0,,0,0,0,0,3,0,"{""LOW"":3}",{},90.138,68.137,138.09,138.09,138.09,68.333,105,9.571,313.454,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k2-reserve@2,3,3,0,0,3,0,0,0,{},0,6,0,3,1,0,0,0,0,3,0,"{""LOW"":3}",{},157.943,153.007,200.506,200.506,200.506,138.333,178,5.933,505.614,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k2-confirm@1,3,3,0,0,3,0,0,0,{},0,6,0,6,1,3,0,0,3,0,0,"{""LOW"":3}",{},142.298,154.23,160.474,160.474,160.474,124.667,138,6.541,458.649,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k2-confirm@2,3,3,0,0,3,0,0,0,{},0,6,0,6,1,3,0,0,3,0,0,"{""LOW"":3}",{},169.525,171.498,229.793,229.793,229.793,150.667,202,5.467,548.778,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k2-reserve@2+cancel@1,3,3,0,0,0,3,0,0,{},3,3,3,3,0,0,0,0,0,3,0,"{""LOW"":3}","{""MANUAL_OPERATOR_REVIEW"":3}",170.5,171.293,171.475,171.475,171.475,122,129,5.338,561.976,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k3-none,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""LOW"":3}",{},202.205,218.469,239.635,239.635,239.635,185.667,218,4.677,641.374,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k3-reserve@1,3,3,0,0,3,0,0,0,{},0,9,0,0,,0,0,0,0,3,0,"{""LOW"":3}",{},112.897,109.929,125.116,125.116,125.116,87,99,8.064,372.015,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k3-reserve@2,3,3,0,0,3,0,0,0,{},0,9,0,3,1,0,0,0,0,3,0,"{""LOW"":3}",{},122.25,116.989,132.954,132.954,132.954,94.667,98,7.564,396.593,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k3-reserve@3,3,3,0,0,3,0,0,0,{},0,9,0,6,1,0,0,0,0,3,0,"{""LOW"":3}",{},150.887,155.596,172.194,172.194,172.194,130.667,144,6.127,489.621,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k3-confirm@1,3,3,0,0,3,0,0,0,{},0,9,0,9,1,3,0,0,3,0,0,"{""LOW"":3}",{},163.595,167.649,185.597,185.597,185.597,149,174,5.821,515.344,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k3-confirm@2,3,3,0,0,3,0,0,0,{},0,9,0,9,1,3,0,0,3,0,0,"{""LOW"":3}",{},131.242,130.437,136.321,136.321,136.321,118,126,7.234,414.691,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k3-confirm@3,3,3,0,0,3,0,0,0,{},0,9,0,9,1,3,0,0,3,0,0,"{""LOW"":3}",{},179.638,143.034,265.709,265.709,265.709,160,238,5.193,577.73,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k3-reserve@3+cancel@1,3,3,0,0,0,3,0,0,{},3,6,3,6,0.5,0,0,0,0,3,0,"{""LOW"":3}","{""MANUAL_OPERATOR_REVIEW"":3}",209.946,207.122,244.433,244.433,244.433,162.333,185,4.441,675.582,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k4-none,3,3,3,0,0,0,0,0,{},12,0,0,0,,3,0,0,0,0,0,"{""MEDIUM"":3}",{},285.718,265.123,333.109,333.109,333.109,265.333,304,3.302,908.653,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k4-reserve@1,3,3,0,0,3,0,0,0,{},0,12,0,0,,0,0,0,0,3,0,"{""MEDIUM"":3}",{},127.341,116.409,188.606,188.606,188.606,107,170,7.409,404.903,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k4-reserve@2,3,3,0,0,3,0,0,0,{},0,12,0,3,1,0,0,0,0,3,0,"{""MEDIUM"":3}",{},298.841,207.272,578.791,578.791,578.791,255,510,3.052,982.906,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k4-reserve@3,3,3,0,0,3,0,0,0,{},0,12,0,6,1,0,0,0,0,3,0,"{""MEDIUM"":3}",{},274.977,262.048,301.836,301.836,301.836,238.333,257,3.398,882.762,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k4-reserve@4,3,3,0,0,3,0,0,0,{},0,12,0,9,1,0,0,0,0,3,0,"{""MEDIUM"":3}",{},427.008,442.3,550.904,550.904,550.904,383.333,484,2.205,1360.76,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k4-confirm@1,3,3,0,0,3,0,0,0,{},0,12,0,12,1,3,0,0,3,0,0,"{""MEDIUM"":3}",{},508.281,539.95,571.944,571.944,571.944,474.333,534,1.875,1599.581,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k4-confirm@2,3,3,0,0,3,0,0,0,{},0,12,0,12,1,3,0,0,3,0,0,"{""MEDIUM"":3}",{},498.864,530.247,541.911,541.911,541.911,458.333,495,1.897,1581.189,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k4-confirm@3,3,3,0,0,3,0,0,0,{},0,12,0,12,1,3,0,0,3,0,0,"{""MEDIUM"":3}",{},467.712,458.151,524.632,524.632,524.632,443,489,2.065,1452.888,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k4-confirm@4,3,3,0,0,3,0,0,0,{},0,12,0,12,1,3,0,0,3,0,0,"{""MEDIUM"":3}",{},369.074,357.435,455.61,455.61,455.61,343,433,2.586,1160.071,1,1
20260924_215150_n6lu,E12-multi-provider-failure-points,k4-reserve@4+cancel@1,3,3,0,0,0,3,0,0,{},3,9,3,9,0.6667,0,0,0,0,3,0,"{""MEDIUM"":3}","{""MANUAL_OPERATOR_REVIEW"":3}",226.245,240.32,251.562,251.562,251.562,194,225,4.152,722.468,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:baseline,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""LOW"":3}",{},229.912,189.654,319.089,319.089,319.089,200.333,272,3.898,769.685,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:reliability-0.92,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""HIGH"":3}",{},201.151,195.867,233.245,233.245,233.245,182.667,213,4.621,649.143,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:reliability-0.85,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""HIGH"":3}",{},190.322,194.323,248.695,248.695,248.695,171.667,223,4.913,610.599,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:maintenance,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""HIGH"":3}",{},183.052,160.925,238.43,238.43,238.43,162.333,215,5.102,588.025,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:suspended,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""HIGH"":3}",{},208.696,196.381,238.402,238.402,238.402,184.333,211,4.4,681.754,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:no-rollback,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""HIGH"":3}",{},197.272,163.035,276.975,276.975,276.975,171.333,259,4.578,655.359,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:latency-1500ms,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""MEDIUM"":3}",{},167.884,170.06,191.308,191.308,191.308,150.667,166,5.455,549.921,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:latency-2500ms,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""MEDIUM"":3}",{},182.839,175.947,224.043,224.043,224.043,164.667,197,5.065,592.354,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:historical-failures-2,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""HIGH"":3}",{},210.436,190.164,260.759,260.759,260.759,189,240,4.302,697.414,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:historical-rollback-failure,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""HIGH"":3}",{},192.711,180.403,244.08,244.08,244.08,163.667,207,4.717,636.054,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,condition:worst-case,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""HIGH"":3}",{},170.326,162.276,188.599,188.599,188.599,148.667,163,5.378,557.818,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,providers:1,3,3,3,0,0,0,0,0,{},3,0,0,0,,3,0,0,0,0,0,"{""LOW"":3}",{},69.957,61.096,90.537,90.537,90.537,55.333,69,12.687,236.457,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,providers:2,3,3,3,0,0,0,0,0,{},6,0,0,0,,3,0,0,0,0,0,"{""LOW"":3}",{},143.661,157.538,167.406,167.406,167.406,121.333,142,6.405,468.393,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,providers:3,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""LOW"":3}",{},198.776,168.789,260.961,260.961,260.961,170.333,217,4.517,664.23,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,providers:4,3,3,3,0,0,0,0,0,{},12,0,0,0,,3,0,0,0,0,0,"{""MEDIUM"":3}",{},327.691,345.115,428.448,428.448,428.448,304.667,403,2.907,1032.045,1,1
20260924_215150_n6lu,E13-risk-under-provider-conditions,capacity-pressure,3,3,3,0,0,0,0,0,{},9,0,0,0,,3,0,0,0,0,0,"{""MEDIUM"":3}",{},234.686,258.86,260.091,260.091,260.091,208.333,238,3.572,839.804,1,1
20260924_215150_n6lu,E14-recovery-advisor-classification,transient-timeout,3,3,0,0,3,0,0,0,{},0,9,0,6,1,0,0,0,0,3,0,"{""LOW"":3}",{},176.037,131.227,279.979,279.979,279.979,155.333,250,5.361,559.554,1,1
20260924_215150_n6lu,E14-recovery-advisor-classification,maintenance-error,3,3,0,0,3,0,0,0,{},0,9,0,6,1,0,0,0,0,3,0,"{""LOW"":3}",{},205.184,201.73,226.405,226.405,226.405,172,198,4.479,669.749,1,1
20260924_215150_n6lu,E14-recovery-advisor-classification,maintenance-telemetry,3,3,0,0,3,0,0,0,{},0,9,0,6,1,0,0,0,0,3,0,"{""LOW"":3}",{},237.444,237.708,242.165,242.165,242.165,208.333,211,3.927,763.862,1,1
20260924_215150_n6lu,E14-recovery-advisor-classification,repeated-failures,3,3,0,0,3,0,0,0,{},0,9,0,6,1,0,0,0,0,3,0,"{""LOW"":3}",{},268.265,266.993,304.42,304.42,304.42,237,271,3.489,859.88,1,1
20260924_215150_n6lu,E14-recovery-advisor-classification,no-rollback-support,3,3,0,0,3,0,0,0,{},0,9,0,6,1,0,0,0,0,3,0,"{""LOW"":3}",{},250.742,252.175,262.787,262.787,262.787,220.333,237,3.727,804.829,1,1
20260924_215150_n6lu,E14-recovery-advisor-classification,allocation-rejected,3,3,0,0,3,0,0,0,{},0,9,0,6,1,0,0,0,0,3,0,"{""LOW"":3}",{},228.113,251.941,271.064,271.064,271.064,206.333,243,4.169,719.541,1,1
20260924_215150_n6lu,E14-recovery-advisor-classification,ambiguous,3,3,0,0,3,0,0,0,{},0,9,0,6,1,0,0,0,0,3,0,"{""LOW"":3}",{},263.022,240.712,398.061,398.061,398.061,220.333,330,3.497,857.778,1,1
20260924_215150_n6lu,E14-recovery-advisor-classification,compensation-failure,3,3,0,0,0,3,0,0,{},3,6,3,6,0.5,0,0,0,0,3,0,"{""LOW"":3}","{""MANUAL_OPERATOR_REVIEW"":3}",328.016,313.191,400.071,400.071,400.071,247,306,2.867,1046.426,1,1
20260924_215150_n6lu,E14-recovery-advisor-classification,refund-failure,3,3,0,0,0,3,0,0,{},0,9,0,6,1,0,0,0,0,0,3,"{""LOW"":3}","{""MANUAL_OPERATOR_REVIEW"":3}",178.423,74.703,393.433,393.433,393.433,125,265,5.419,553.573,1,1
20260924_215150_n6lu,E15-seeded-mixed-workload,mixed,40,40,8,0,30,2,0,0,{},21,73,2,46,0.9565,22,0,0,14,18,0,"{""LOW"":33,""MEDIUM"":7}","{""MANUAL_OPERATOR_REVIEW"":2}",463.688,495.142,596.718,646.369,646.369,50.375,86,15.549,2572.523,8,8
